Date,Open,High,Low,Close,Volume,MarCap,매도_금융투자,매수_금융투자,순매수_금융투자,매도_보험,매수_보험,순매수_보험,매도_투신,매수_투신,순매수_투신,매도_사모,매수_사모,순매수_사모,매도_은행,매수_은행,순매수_은행,매도_기타금융,매수_기타금융,순매수_기타금융,매도_연기금 등,매수_연기금 등,순매수_연기금 등,매도_기관합계,매수_기관합계,순매수_기관합계,매도_기타법인,매수_기타법인,순매수_기타법인,매도_개인,매수_개인,순매수_개인,매도_외국인,매수_외국인,순매수_외국인,매도_기타외국인,매수_기타외국인,순매수_기타외국인,매도_전체,매수_전체,순매수_전체,kalman_ma,target,r
2021-05-28,3172.09,3198.66,3171.85,3188.73,966367978,2229262136164057,10072013,16835790,6763777,790093,1267578,477485,3054154,4881864,1827710,2733387,3279772,546385,460831,131075,-329756,413293,49416,-363877,16370379,17562101,1191722,33894150,44007596,10113446,3881643,4348459,466816,831736113,810636115,-21099998,93874377,104920517,11046140,2981695,2455291,-526404,966367978,966367978,0,3166.0957860636486,1.0,0.007308538348383457
2021-05-31,3192.06,3204.29,3179.87,3203.92,1123524809,2240204442357739,22527578,11480125,-11047453,1350386,1523196,172810,5828846,4961336,-867510,3266515,3642777,376262,1259266,102217,-1157049,837139,67831,-769308,16848789,18015998,1167209,51918519,39793480,-12125039,9248683,6150392,-3098291,958301068,971585243,13284175,101553709,103429484,1875775,2502830,2566210,63380,1123524809,1123524809,0,3169.693811463015,1.0,0.004752341701335444
2021-06-01,3207.12,3233.17,3199.18,3221.87,1472570767,2252414411981180,13837282,21822239,7984957,2132259,1906699,-225560,6654664,13642894,6988230,3108977,3015098,-93879,436716,64044,-372672,282656,94944,-187712,17187566,20278885,3091319,43640120,60824803,17184683,11130727,7016086,-4114641,1286357427,1271618216,-14739211,127686469,129398133,1711664,3756024,3713529,-42495,1472570767,1472570767,0,3174.6570673264187,1.0,0.005586876225242202
2021-06-02,3224.4,3241.07,3216.1,3224.23,1495671343,2253801396792756,26545290,18525871,-8019419,2315994,1642710,-673284,10307266,9871197,-436069,4435313,3825249,-610064,737729,167572,-570157,385169,158541,-226628,19585860,20506332,920472,64312621,54697472,-9615149,9415888,6199113,-3216775,1294185472,1300141712,5956240,124119548,131209927,7090379,3637814,3423119,-214695,1495671343,1495671343,0,3179.3726886789414,1.0,0.0007322257195649577
2021-06-03,3224.96,3258.5,3224.96,3247.43,1584799068,2271047146370102,16599093,19348983,2749890,2034647,1467825,-566822,9231033,6226689,-3004344,4292426,3022679,-1269747,355454,108970,-246484,247723,752865,505142,17881694,18882668,1000974,50642070,49810679,-831391,9052560,6499264,-2553296,1391065059,1400431543,9366484,129700610,123885748,-5814862,4338769,4171834,-166935,1584799068,1584799068,0,3185.8466351080156,1.0,0.007169752237783234
2021-06-04,3246.17,3246.19,3218.67,3240.08,1392319539,2266301575442776,24454931,14187081,-10267850,1484238,1328925,-155313,6071898,4916864,-1155034,3996814,2311249,-1685565,150815,67354,-83461,192297,167208,-25089,20984428,22207790,1223362,57335421,45186471,-12148950,11352334,5952872,-5399462,1199765622,1209377796,9612174,120601791,128802621,8200830,3264371,2999779,-264592,1392319539,1392319539,0,3191.005579711672,1.0,-0.0022658934305279017
2021-06-07,3244.59,3264.41,3233.4,3252.12,1733348139,2274803755886820,18894332,20293677,1399345,2042834,1272899,-769935,5414591,5772159,357568,3104200,2769961,-334239,320863,195252,-125611,277272,110300,-166972,22068251,23512676,1444425,52122343,53926924,1804581,7140174,6361577,-778597,1533000924,1551175628,18174704,136860989,117670065,-19190924,4223709,4213945,-9764,1733348139,1733348139,0,3196.819084172994,1.0,0.0037090705163298305
2021-06-08,3251.83,3264.67,3242.56,3247.83,1951319356,2271737873708297,22204805,28234839,6030034,1631993,1344754,-287239,7478384,5153252,-2325132,4410168,2785912,-1624256,129873,133104,3231,688511,173257,-515254,20254955,18367299,-1887656,56798689,56192417,-606272,9042227,6833055,-2209172,1768264104,1777872306,9608202,112941629,105953554,-6988075,4272707,4468024,195317,1951319356,1951319356,0,3201.671493560784,1.0,-0.0013200103455927525
2021-06-09,3245.08,3246.49,3216.18,3216.18,1964923269,2250239307892509,20242205,16899152,-3343053,1735990,1727835,-8155,5890403,7598807,1708404,4346560,4097124,-249436,297079,71898,-225181,540978,372191,-168787,20131825,19883114,-248711,53185040,50650121,-2534919,9915321,6487460,-3427861,1776481378,1788600631,12119253,120618680,114648503,-5970177,4722850,4536554,-186296,1964923269,1964923269,0,3203.051614103752,1.0,-0.009792761128469996
2021-06-10,3216.94,3235.39,3210.31,3224.64,1896766322,2255706784028795,40096025,26952650,-13143375,3966040,3575304,-390736,15645772,14335887,-1309885,4623712,7136198,2512486,330079,121570,-208509,585246,409698,-175548,26426634,18804942,-7621692,91673508,71336249,-20337259,6655413,7277585,622172,1663713197,1688080853,24367656,130407098,125530248,-4876850,4317106,4541387,224281,1896766322,1896766322,0,3205.1052076276446,1.0,0.0026269962101972415
2021-06-11,3226.98,3251.58,3226.98,3249.32,1645508762,2272865086057899,15180962,14292732,-888230,2995533,2601426,-394107,13431012,15071162,1640150,4654465,4177870,-476595,179928,110242,-69686,128721,69663,-59058,16984365,15962178,-1022187,53554986,52285273,-1269713,7323570,6385882,-937688,1468588235,1461112797,-7475438,112202402,121770569,9568167,3839569,3954241,114672,1645508762,1645508762,0,3209.3111363020953,1.0,0.0076244275707037425
2021-06-14,3249.6,3254.49,3238.51,3252.13,1664527170,2274655820005211,13948582,9299962,-4648620,2400593,1446423,-954170,9509330,8233711,-1275619,4905571,3876258,-1029313,229041,59622,-169419,156570,101671,-54899,16298078,13722363,-2575715,47447765,36740010,-10707755,8059360,6224985,-1834375,1493280374,1523416690,30136316,111596929,93848027,-17748902,4142742,4297458,154716,1664527170,1664527170,0,3213.38427737031,1.0,0.0008644226057188122
2021-06-15,3253.17,3262.8,3247.9,3258.63,1734497293,2279093890070678,11348597,11065216,-283381,1631582,1061548,-570034,8351989,9302465,950476,6750461,4478736,-2271725,139705,37663,-102042,400468,86240,-314228,17069161,17892888,823727,45691963,43924756,-1767207,11240457,6534274,-4706183,1567377024,1570444882,3067858,105960629,109722678,3762049,4227220,3870703,-356517,1734497293,1734497293,0,3217.688273205049,1.0,0.0019966953656753955
2021-06-16,3259.06,3281.96,3256.68,3278.68,2345810978,2293095236719969,13847430,14316126,468696,1609797,1492657,-117140,7619400,7961427,342027,3053520,3533730,480210,114890,84152,-30738,432434,316655,-115779,18727332,19388876,661544,45404803,47093623,1688820,6617807,6094629,-523178,2158628170,2140322869,-18305301,128833824,146339095,17505271,6326374,5960762,-365612,2345810978,2345810978,0,3223.490106457387,1.0,0.006134040719346854
2021-06-17,3276.2,3276.2,3251.32,3264.96,1848671013,2283628537465567,14038766,8534129,-5504637,1515630,1473859,-41771,5728525,3490183,-2238342,3477322,2153394,-1323928,179202,85599,-93603,197190,33237,-163953,13658572,13375682,-282890,38795207,29146083,-9649124,7540268,4420709,-3119559,1678795388,1720303689,41508301,118806639,90073922,-28732717,4733511,4726610,-6901,1848671013,1848671013,0,3227.434926844836,1.0,-0.004193390866542086
2021-06-18,3265.68,3275.76,3262.58,3267.93,1627658120,2285587401970588,10972891,15020427,4047536,2648928,1637043,-1011885,6157280,7948203,1790923,4749013,2446019,-2302994,125854,38495,-87359,1197674,100097,-1097577,15727005,14688894,-1038111,41578645,41879178,300533,6617444,6399684,-217760,1440507797,1451106646,10598849,134766520,123314385,-11452135,4187714,4958227,770513,1627658120,1627658120,0,3231.287017518992,1.0,0.0009092454349038294
2021-06-21,3264.18,3264.18,3225.56,3240.79,1508634470,2266650210510417,18309108,9593609,-8715499,2603440,894038,-1709402,8282958,5203790,-3079168,6381050,2114291,-4266759,144577,210744,66167,446728,82822,-363906,19578980,13412177,-6166803,55746841,31511471,-24235370,6659351,6955615,296264,1323998371,1366631017,42632646,118881405,99692024,-19189381,3348502,3844343,495841,1508634470,1508634470,0,3232.190987986004,1.0,-0.008339629695986414
2021-06-22,3245.79,3267.63,3245.79,3263.88,1666696733,2283310826631788,14169580,13829288,-340292,1495557,1359143,-136414,5555229,6316840,761611,4198040,3268369,-929671,77206,73775,-3431,300419,55039,-245380,15259915,15997993,738078,41055946,40900447,-155499,7532639,5628160,-1904479,1490258544,1475591275,-14667269,124179349,140768302,16588953,3670255,3808549,138294,1666696733,1666696733,0,3235.205402781221,1.0,0.007099544476419034
2021-06-23,3265.73,3281.88,3263.07,3276.19,1069174741,2292900832121707,11154424,12463820,1309396,1559632,1391033,-168599,7626969,3280389,-4346580,3893178,3303414,-589764,10984500,38667,-10945833,193368,134519,-58849,21425368,19921313,-1504055,56837439,40533155,-16304284,27536251,4972336,-22563915,860310088,929857892,69547804,121247207,90448296,-30798911,3243756,3363062,119306,1069174741,1069174741,0,3239.104059393732,1.0,0.0037644901468874385
2021-06-24,3281.47,3292.27,3277.85,3286.1,1301271218,2300141383127961,12361698,17804920,5443222,1663402,1156812,-506590,5179013,5181022,2009,3123531,2593670,-529861,24159761,112165,-24047596,210739,86854,-123885,22673680,21981754,-691926,69371824,48917197,-20454627,5871540,3988637,-1882903,1108523423,1127400807,18877384,114703164,117829760,3126596,2801267,3134817,333550,1301271218,1301271218,0,3243.5745445769276,1.0,0.003020289421336916
2021-06-25,3289.18,3316.08,3289.18,3302.84,1198187970,2312030311092176,11745829,19910979,8165150,1020443,1730321,709878,4574659,5205745,631086,2392423,2917909,525486,1447197,91455,-1355742,930777,68984,-861793,15523992,18022759,2498767,37635320,47948152,10312832,19873871,5296739,-14577132,1030395175,1015491121,-14904054,107400555,126746162,19345607,2883049,2705796,-177253,1198187970,1198187970,0,3249.2121663997123,1.0,0.005081253135610932
2021-06-28,3305.46,3311.69,3291.3,3301.89,1428764468,2311642030646070,15205022,12861886,-2343136,1750168,927563,-822605,6059783,6628175,568392,4219115,4852162,633047,1190523,89729,-1100794,1700322,78751,-1621571,12590400,12136139,-454261,42715333,37574405,-5140928,6417649,5299093,-1118556,1256647124,1254747895,-1899229,119211858,127476402,8264544,3772504,3666673,-105831,1428764468,1428764468,0,3254.2231412106203,1.0,-0.0002876726244832928
2021-06-29,3305.26,3305.42,3276.63,3286.68,1213046625,2300482290686251,16033353,9904578,-6128775,2795016,2492340,-302676,6342547,5521597,-820950,5172139,3166751,-2005388,6988023,39722,-6948301,651393,341605,-309788,15549518,15513961,-35557,53531989,36980554,-16551435,8707240,4215897,-4491343,1017866386,1056923676,39057290,129694841,111410393,-18284448,3246169,3516105,269936,1213046625,1213046625,0,3257.310597370433,1.0,-0.004617095066154374
2021-06-30,3288.63,3305.73,3288.63,3296.68,1610375510,2307579219297640,12442602,10131269,-2311333,1046168,815638,-230530,4637339,7518144,2880805,3598827,1460788,-2138039,401267,58976,-342291,658806,124413,-534393,14976437,14886188,-90249,37761446,34995416,-2766030,6838816,4853467,-1985349,1439379663,1435959739,-3419924,122136290,130341578,8205288,4259295,4225310,-33985,1610375510,1610375510,0,3261.0556087236746,1.0,0.003037964714377934
2021-07-01,3297.92,3300.12,3278.1,3282.06,1159231481,2297428890483759,15356313,8358201,-6998112,2942088,3091792,149704,9424865,5706280,-3718585,2454534,4981834,2527300,561639,72208,-489431,437626,105518,-332108,14138998,10550201,-3588797,45316063,32866034,-12450029,12971696,4681710,-8289986,982027574,1026491557,44463983,116055262,92683953,-23371309,2860886,2508227,-352659,1159231481,1159231481,0,3263.053649804915,1.0,-0.004444627411272358
2021-07-02,3282.81,3295.68,3278.19,3281.78,1019998165,2296886523040171,9423646,8849071,-574575,1568355,1560426,-7929,3421652,3494413,72761,3797337,1894104,-1903233,993992,61994,-931998,39344,78419,39075,11197289,10277605,-919684,30441615,26216032,-4225583,5088061,4533725,-554336,884210325,880169540,-4040785,97620364,106716174,9095810,2637800,2362694,-275106,1019998165,1019998165,0,3264.834992406052,-1.0,-8.531591268813017e-05
2021-07-05,3285.29,3298.93,3285.29,3293.21,850406170,2305240405381368,7560342,10609845,3049503,1409895,1017724,-392171,4250531,3157214,-1093317,3908342,1606332,-2302010,661685,70418,-591267,115815,108499,-7316,11882566,10878679,-1003887,29789176,27448711,-2340465,5053615,3850553,-1203062,728285248,745074520,16789272,85068364,71657888,-13410476,2209767,2374498,164731,850406170,850406170,0,3267.534162789396,-1.0,0.0034768148739534356
2021-07-06,3295.44,3313.51,3295.44,3305.21,1029465279,2314417369845986,7896707,9650030,1753323,1839598,961151,-878447,3540688,4232105,691417,3939222,1956674,-1982548,426181,68518,-357663,247432,101156,-146276,16399873,12887704,-3512169,34289701,29857338,-4432363,7021706,4299491,-2722215,897439812,897813550,373738,88022777,95078719,7055942,2691283,2416181,-275102,1029465279,1029465279,0,3271.1180738643034,-1.0,0.0036372383781269465
2021-07-07,3303.59,3303.59,3277.66,3285.34,1147641017,2300642185602643,12299435,7856195,-4443240,1752911,848732,-904179,6329860,3120523,-3209337,4600599,1888186,-2712413,426803,197097,-229706,507786,171772,-336014,17452892,13017078,-4435814,43370286,27099583,-16270703,4964176,4162611,-801565,992464800,1023902161,31437361,103635547,89818350,-13817197,3206208,2658312,-547896,1147641017,1147641017,0,3272.47093347826,-1.0,-0.006029864034060494
2021-07-08,3287.68,3295.71,3252.41,3252.68,1516034403,2277841603600861,19373442,16585393,-2788049,1687087,927617,-759470,5299657,3595557,-1704100,3624115,1668289,-1955826,286022,164442,-121580,484476,60450,-424026,18707234,12338216,-6369018,49462033,35339964,-14122069,5760340,5467597,-292743,1323969171,1356956249,32987078,132295405,114188241,-18107164,4547454,4082352,-465102,1516034403,1516034403,0,3270.5883224753775,-1.0,-0.00999087542398481
2021-07-09,3245.52,3245.52,3188.8,3217.95,1308364633,2253697507876528,17164307,11468377,-5695930,2045532,1704691,-340841,6467272,5745046,-722226,4211068,2407386,-1803682,331641,279000,-52641,208712,212837,4125,17837881,14367901,-3469980,48266413,36185238,-12081175,4976002,6448586,1472584,1101209971,1112425543,11215572,150995191,149981954,-1013237,2917056,3323312,406256,1308364633,1308364633,0,3265.5811061571435,-1.0,-0.010734761069302611
2021-07-12,3227.51,3251.45,3227.51,3246.47,1135042856,2273494421274092,7157945,9963283,2805338,899734,715357,-184377,3029441,3863783,834342,1945155,2173230,228075,660826,86963,-573863,271803,22796,-249007,12936120,11926832,-1009288,26901024,28752244,1851220,10543233,3111635,-7431598,992911167,987224411,-5686756,102240750,113202112,10961362,2446682,2752454,305772,1135042856,1135042856,0,3263.763163675137,-1.0,0.008823741354445193
2021-07-13,3253.24,3273.9,3253.24,3271.38,1150101046,2290584923288806,6249220,10905243,4656023,1213473,885379,-328094,3466150,3494939,28789,2820146,1815018,-1005128,270088,43286,-226802,343336,28350,-314986,13043989,12355442,-688547,27406402,29527657,2121255,9428767,4411478,-5017289,1012716055,1014804283,2088228,98092307,98731815,639508,2457515,2625813,168298,1150101046,1150101046,0,3264.487714636217,-1.0,0.007643662030156046
2021-07-14,3270.09,3270.09,3250.45,3264.81,908953938,2286388813170516,9109942,6931163,-2178779,1617718,1191874,-425844,4973893,3560065,-1413828,2796529,1766924,-1029605,418434,37941,-380493,209332,107570,-101762,13599345,9938024,-3661321,32725193,23533561,-9191632,4664570,3475501,-1189069,780560554,800224490,19663936,88906829,79251262,-9655567,2096792,2469124,372332,908953938,908953938,0,3264.5183720062996,-1.0,-0.0020103461535594474
2021-07-15,3269.33,3286.58,3263.09,3286.22,1172430582,2301050677859845,7815035,11765871,3950836,1139211,1007505,-131706,4205652,6472186,2266534,2570660,3076022,505362,426924,60814,-366110,412301,176581,-235720,15082609,12997340,-2085269,31652392,35556319,3903927,3920920,5271364,1350444,1035649369,1031115047,-4534322,98732688,98193368,-539320,2475213,2294484,-180729,1172430582,1172430582,0,3266.5827376758766,-1.0,0.006536399994388187
2021-07-16,3282.89,3282.89,3259.32,3276.91,1066507087,2304505794912590,12323460,6935945,-5387515,1082270,826613,-255657,6280521,3653296,-2627225,4003404,2743992,-1259412,985716,22493,-963223,590489,99432,-491057,12990536,11886416,-1104120,38256396,26168187,-12088209,4715458,3704750,-1010708,924272132,942143080,17870948,96688768,91956438,-4732330,2574333,2534632,-39701,1066507087,1066507087,0,3267.5651176986485,-1.0,-0.0028370628784205373
2021-07-19,3258.87,3258.87,3236.39,3244.04,1095559262,2281788152500030,9015441,6200637,-2814804,1003064,714986,-288078,4525973,2865024,-1660949,3286822,2384532,-902290,782341,26708,-755633,655468,157240,-498228,12178780,10077045,-2101735,31447889,22426172,-9021717,5256212,4384763,-871449,963798833,988932110,25133277,92374236,77132595,-15241641,2682092,2683622,1530,1095559262,1095559262,0,3265.3272927131707,-1.0,-0.010081438562122947
2021-07-20,3223.24,3234.8,3214.42,3232.7,979670175,2273800449712422,9399509,11305608,1906099,1424275,973969,-450306,4597800,3409502,-1188298,2971907,3448352,476445,768700,107821,-660879,260356,115591,-144765,15594887,12920684,-2674203,35017434,32281527,-2735907,3899411,3408386,-491025,849880300,853059600,3179300,88660872,88615391,-45481,2212158,2305271,93113,979670175,979670175,0,3262.2236240396564,-1.0,-0.0035017652670720017
2021-07-21,3251.13,3252.25,3215.91,3215.91,990326915,2262423629944087,18686033,11846415,-6839618,1303315,934586,-368729,3272966,3847835,574869,3869789,3997147,127358,760514,53619,-706895,143529,115867,-27662,16006761,15227027,-779734,44042907,36022496,-8020411,4140411,5072700,932289,839158613,857925474,18766861,100995004,89209463,-11785541,1989980,2096782,106802,990326915,990326915,0,3257.8180441666204,-1.0,-0.0052073355157983845
2021-07-22,3235.17,3253.75,3235.17,3250.21,712983404,2286455396722820,7584191,21544076,13959885,1287915,1351099,63184,4906455,3811105,-1095350,2789793,2773495,-16298,561689,34212,-527477,101072,112482,11410,15137088,14498487,-638601,32368203,44124956,11756753,3699860,3703815,3955,601338739,586024301,-15314438,74028569,77667129,3638560,1548033,1463203,-84830,712983404,712983404,0,3257.0943295589072,-1.0,0.010609243788273978
2021-07-23,3253.44,3264.01,3246.09,3254.42,805048259,2288976880025907,6182515,14212667,8030152,28152172,1242395,-26909777,3258793,3881758,622965,2689549,2761603,72054,626657,196678,-429979,162885,88196,-74689,13753001,13576478,-176523,54825572,35959775,-18865797,3624885,3297966,-326919,666678634,662185441,-4493193,78116456,101898474,23782018,1802712,1706603,-96109,805048259,805048259,0,3256.8399341682875,-1.0,0.0012944627404996533
2021-07-26,3265.99,3265.99,3224.95,3224.95,826066626,2268644077336709,9132341,8991609,-140732,797566,1248721,451155,3860500,3161215,-699285,2969244,2165663,-803581,580414,92064,-488350,127341,83861,-43480,11868229,10458644,-1409585,29335635,26201777,-3133858,3493157,3355865,-137292,699168948,721092492,21923544,92112336,73449984,-18662352,1956550,1966508,9958,826066626,826066626,0,3253.8064066688207,-1.0,-0.009096626127696766
2021-07-27,3244.43,3252.85,3230.75,3232.53,991938990,2273599243456935,9214286,12552532,3338246,1041757,625752,-416005,2385437,3174365,788928,2486031,1482412,-1003619,1631551,51024,-1580527,94255,174611,80356,10958708,10458649,-500059,27812025,28519345,707320,4786781,3250035,-1536746,861931029,848656681,-13274348,95184083,109520337,14336254,2225072,1992592,-232480,991938990,991938990,0,3251.782490144594,-1.0,0.0023476661116886054
2021-07-28,3226.06,3243.21,3210.9,3236.86,868602620,2276373997484781,7803764,14828707,7024943,642621,613246,-29375,2349873,3437915,1088042,2349132,1404435,-944697,526867,55292,-471575,104684,49877,-54807,13725559,12966350,-759209,27502500,33355822,5853322,7566556,3078527,-4488029,733352179,744708563,11356384,98481191,85608173,-12873018,1700194,1851535,151341,868602620,868602620,0,3250.3629894339538,-1.0,0.0013386117227653853
2021-07-29,3248.49,3252.26,3232.5,3242.65,694823189,2280494338742598,7021247,10716827,3695580,874992,824726,-50266,2919119,3611543,692424,2165256,2178886,13630,260879,60906,-199973,86959,41065,-45894,14363209,12400855,-1962354,27691661,29834808,2143147,3374156,2356090,-1018066,579373480,583790582,4417102,82951650,77297802,-5653848,1432242,1543907,111665,694823189,694823189,0,3249.629291915874,-1.0,0.0017871726538266125
2021-07-30,3234.37,3234.66,3202.32,3202.32,687861015,2252545492371046,13895832,10477802,-3418030,753710,965645,211935,3917961,2744156,-1173805,2233981,1605829,-628152,346889,80720,-266169,91733,66172,-25561,14425001,11892562,-2532439,35665107,27832886,-7832221,2889721,3315466,425745,551776995,571939691,20162696,95911064,83379017,-12532047,1618128,1393955,-224173,687861015,687861015,0,3245.128999213802,1.0,-0.01251534961972321
2021-08-02,3218.42,3223.04,3194.0,3223.04,561003439,2267461202539862,5475202,16287129,10811927,666449,1057878,391429,3082144,2497007,-585137,2187238,2028487,-158751,145811,24982,-120829,51030,87526,36496,12692510,12566399,-126111,24300384,34549408,10249024,3226515,2582283,-644232,455678251,457605458,1927207,76597826,65100194,-11497632,1200463,1166096,-34367,561003439,561003439,0,3243.0277848871388,1.0,0.006449466433543299
2021-08-03,3221.57,3237.14,3213.2,3237.14,653512911,2278025799127965,8947752,12881256,3933504,1250279,1050775,-199504,3943462,2331194,-1612268,3213701,1983027,-1230674,266680,47324,-219356,50582,110442,59860,16634611,13709791,-2924820,34307067,32113809,-2193258,4993353,3580735,-1412618,528832019,537659990,8827971,83940823,78775090,-5165733,1439649,1383287,-56362,653512911,653512911,0,3242.467709809159,1.0,0.00436521037794313
2021-08-04,3246.65,3283.14,3237.55,3280.38,632241743,2308134804816621,8425524,19193001,10767477,1201536,1277865,76329,3081197,4084589,1003392,2075858,4369828,2293970,299780,80225,-219555,114764,41312,-73452,15697505,15283297,-414208,30896164,44330117,13433953,3174485,2288902,-885583,528408342,484761483,-43646859,68493747,99785754,31292007,1269005,1075487,-193518,632241743,632241743,0,3246.0741134553614,-1.0,0.013269045412447911
2021-08-05,3283.25,3296.17,3273.33,3276.13,680941049,2305637212303987,10751306,16387629,5636323,964425,833907,-130518,3050796,4058196,1007400,2519651,2734156,214505,2231418,42757,-2188661,150146,24726,-125420,15084642,13498719,-1585923,34752384,37580090,2827706,3744700,3067146,-677554,558979515,555820731,-3158784,82287290,83146608,859318,1177160,1326474,149314,680941049,680941049,0,3248.9331773177346,-1.0,-0.00129642160089772
2021-08-06,3277.06,3288.17,3261.93,3270.36,941361338,2334628994435797,10318726,9146483,-1172243,1137790,1218423,80633,4383194,4308715,-74479,2806951,2602418,-204533,417611,28156,-389455,385588,84590,-300998,13729142,12931009,-798133,33179002,30319794,-2859208,3203975,2871873,-332102,805189812,817861795,12671983,97691539,88103207,-9588332,2097010,2204669,107659,941361338,941361338,0,3250.9714021535037,-1.0,-0.0017627771505442694
2021-08-09,3258.1,3275.15,3251.74,3260.42,707654201,2329309985095962,15688088,8649469,-7038619,995326,1294396,299070,3792421,3351590,-440831,2937377,1513783,-1423594,474041,45947,-428094,131275,37092,-94183,16602011,13817870,-2784141,40620539,28710147,-11910392,3121224,3006088,-115136,583058792,609081939,26023147,79034982,64510086,-14524896,1818664,2345941,527277,707654201,707654201,0,3251.870199286401,-1.0,-0.00304404915661852
2021-08-10,3272.44,3272.44,3232.46,3243.19,730349269,2339206516232064,11265188,9114096,-2151092,978768,797882,-180886,4882943,4813669,-69274,4070440,1919333,-2151107,188933,78233,-110700,123422,108081,-15341,16955958,15171820,-1784138,38465652,32003114,-6462538,11329150,3432576,-7896574,596480991,619726784,23245793,81986867,73413847,-8573020,2086609,1772948,-313661,730349269,730349269,0,3251.0444960065765,-1.0,-0.005298608099611738
2021-08-11,3235.36,3250.21,3217.65,3220.62,618092869,2322607459499686,8715730,13675882,4960152,1370042,1021128,-348914,3609121,3277066,-332055,2556283,2281544,-274739,378368,106942,-271426,136287,139793,3506,18615187,16027641,-2587546,35381018,36529996,1148978,4433642,3203831,-1229811,489284626,495839452,6554826,87784103,81246198,-6537905,1209480,1273392,63912,618092869,618092869,0,3248.1503681978984,-1.0,-0.006983525730946391
2021-08-12,3213.58,3229.59,3202.11,3208.38,643282554,2313093348371439,21558937,23268307,1709370,1346534,1472688,126154,3131975,4225731,1093756,2357347,3730117,1372770,162502,114296,-48206,82184,153110,70926,21634926,20182410,-1452516,50274405,53146659,2872254,3331342,3245168,-86174,475924763,498880017,22955254,112449413,86712771,-25736642,1302631,1297939,-4692,643282554,643282554,0,3244.3672150262555,-1.0,-0.003807750750953942
2021-08-13,3205.75,3209.72,3146.76,3171.29,696468122,2285376012401448,17832100,17333045,-499055,1355725,968747,-386978,4207260,4361333,154073,3651235,2156449,-1494786,238525,182485,-56040,129447,163931,34484,17781394,18090081,308687,45195686,43256071,-1939615,3883283,4615858,732575,518926210,554549329,35623119,127207334,92650685,-34556649,1255609,1396179,140570,696468122,696468122,0,3237.415750648915,-1.0,-0.011627691679870083
2021-08-17,3169.74,3179.49,3134.48,3143.09,690842314,2265401557347119,15291472,14713549,-577923,823108,932977,109869,4551480,3951005,-600475,5247392,1887796,-3359596,189993,73340,-116653,260037,95307,-164730,17583708,16212475,-1371233,43947190,37866449,-6080741,4087782,4122594,34812,522336272,541463881,19127609,118896431,105868370,-13028061,1574639,1521020,-53619,690842314,690842314,0,3228.443020978439,-1.0,-0.008932052707131854
2021-08-18,3141.98,3175.88,3124.56,3158.93,622791632,2276820395047858,9805794,13444181,3638387,1291173,1425769,134596,2691678,3511790,820112,2535343,2674485,139142,211590,70558,-141032,68301,106462,38161,16560184,16890409,330225,33164063,38123654,4959591,3768950,3968507,199557,495191364,468749000,-26442364,89583656,110593428,21009772,1083599,1357043,273444,622791632,622791632,0,3221.830600281792,-1.0,0.005026970195890386
2021-08-19,3140.01,3158.0,3097.83,3097.83,655629079,2235216707932198,20186000,18091479,-2094521,1301385,1084988,-216397,5126186,3754298,-1371888,6422822,4094911,-2327911,280103,72416,-207687,154684,137060,-17624,18553811,15993989,-2559822,52024991,43229141,-8795850,9670512,4721075,-4949437,479421350,514467557,35046207,113383716,91844692,-21539024,1128510,1366614,238104,655629079,655629079,0,3210.035052855443,-1.0,-0.019531496286680806
2021-08-20,3111.1,3122.09,3049.03,3060.51,672088491,2209662899424604,15973117,16114863,141746,924336,923924,-412,4234554,3464455,-770099,3242320,2179128,-1063192,161139,256415,95276,343072,145247,-197825,17652945,17933055,280110,42531483,41017087,-1514396,3807639,5391076,1583437,504697193,501105226,-3591967,119612358,122759824,3147466,1439818,1815278,375460,672088491,672088491,0,3195.8114938696344,-1.0,-0.012120297633096853
2021-08-23,3086.81,3111.81,3064.65,3090.21,570979933,2230738568501349,9401187,15739603,6338416,787021,929623,142602,2303813,3142429,838616,1908782,2753287,844505,307762,34386,-273376,97631,62458,-35173,15483138,15183871,-299267,30289334,37845657,7556323,3747849,4314395,566546,452701618,407450720,-45250898,82599716,119963274,37363558,1641416,1405887,-235529,570979933,570979933,0,3185.7661600051056,-1.0,0.009657481021837116
2021-08-24,3119.7,3142.58,3115.23,3138.3,586535144,2266706991674068,11756806,13375001,1618195,918502,800678,-117824,3504265,4289500,785235,1813275,4357220,2543945,779050,50450,-728600,150561,77362,-73199,14817848,15935004,1117156,33740307,38885215,5144908,5986172,3731690,-2254482,466131722,435556611,-30575111,79510788,107105073,27594285,1166155,1256555,90400,586535144,586535144,0,3181.2509452382856,-1.0,0.015442202270240598
2021-08-25,3148.13,3161.0,3124.25,3146.81,624688408,2272311234888854,10158794,10452980,294186,1353040,1001752,-351288,2661651,60203161,57541510,1622558,2409446,786888,86537,255803,169266,243537,205825,-37712,18188618,20331013,2142395,34314735,94859980,60545245,63102830,2736996,-60365834,448200811,447811053,-389758,77880480,78205562,325082,1189552,1074817,-114735,624688408,624688408,0,3177.9747530098343,-1.0,0.0027079892636610596
